complaint_id,date,complaint_text,department,sentiment,city,priority_level,resolution_days,is_repeat_complaint,submission_channel
CMP01754,2022-04-20,Bus frequency on route 7D reduced drastically. Commuters waiting 19 hours daily.,Transport,Neutral,Bengaluru,2,32,0,online
CMP01755,2022-04-13,Medicines not available at government dispensary for 30 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Kolkata,5,9,1,online
CMP01756,2023-12-23,Bus frequency on route 7D reduced drastically. Commuters waiting 6 hours daily.,Transport,Neutral,Kolkata,2,44,1,online
CMP01757,2022-08-28,Ambulance took 7 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Pune,5,5,0,phone
CMP01758,2022-11-18,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Neutral,Pune,2,4,0,phone
CMP01759,2022-12-12,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Hyderabad,3,12,0,app
CMP01760,2022-04-13,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Negative,Kolkata,4,13,0,walk-in
CMP01761,2022-08-25,Bus frequency on route 303 reduced drastically. Commuters waiting 13 hours daily.,Transport,Neutral,Mumbai,2,4,0,walk-in
CMP01762,2022-10-12,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Negative,Pune,3,9,0,phone
CMP01763,2023-10-04,Garbage not collected for 18 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Negative,Mumbai,4,15,0,phone
CMP01764,2022-05-31,Metro station lift not working for 13 weeks. Elderly and disabled unable to use.,Transport,Neutral,Bengaluru,2,24,1,online
CMP01765,2023-02-12,There is no water supply in our area for the past 15 days. Residents are suffering badly.,Water,Negative,Ahmedabad,3,36,0,online
CMP01766,2022-02-15,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Hyderabad,2,31,0,phone
CMP01767,2022-11-11,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Pune,5,4,0,online
CMP01768,2022-12-02,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Bengaluru,4,14,0,app
CMP01769,2022-11-17,Government school has no teachers for 4 months. Children sitting idle in class.,Education,Critical/Urgent,Chennai,5,3,1,phone
CMP01770,2023-11-09,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Delhi,3,15,0,app
CMP01771,2023-10-21,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Ahmedabad,3,44,0,app
CMP01772,2022-01-15,"Power cut in our area since 22 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Delhi,3,8,0,walk-in
CMP01773,2023-11-26,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Pune,4,30,0,walk-in
CMP01774,2022-11-16,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Delhi,2,26,0,phone
CMP01775,2023-04-14,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Pune,3,23,0,online
CMP01776,2022-01-02,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Kolkata,2,8,0,app
CMP01777,2023-03-18,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Neutral,Delhi,2,7,0,online
CMP01778,2023-08-03,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Mumbai,4,28,0,online
CMP01779,2023-08-26,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Pune,2,37,1,walk-in
CMP01780,2022-08-31,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Negative,Kolkata,4,35,0,online
CMP01781,2022-06-26,Illegal parking by trucks blocking entire road near market every morning.,Transport,Positive,Chennai,1,22,0,online
CMP01782,2022-01-02,Medicines not available at government dispensary for 18 weeks. Patients suffering badly.,Healthcare,Negative,Bengaluru,3,12,0,app
CMP01783,2022-09-16,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Negative,Mumbai,3,18,0,walk-in
CMP01784,2023-03-08,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Negative,Pune,3,37,0,online
CMP01785,2023-10-12,Ambulance took 25 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Hyderabad,5,1,0,phone
CMP01786,2023-12-14,A transformer on SV Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Negative,Mumbai,3,16,0,phone
CMP01787,2023-02-21,Water pipe has burst on Brigade Road and water is flooding the road. Immediate repair needed urgently.,Water,Negative,Chennai,3,26,0,online
CMP01788,2023-04-16,Government hospital has no doctors available on most days. Patients turned away.,Healthcare,Negative,Pune,4,26,0,phone
CMP01789,2023-09-05,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Critical/Urgent,Mumbai,5,7,0,walk-in
CMP01790,2023-08-20,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Neutral,Hyderabad,2,8,0,app
CMP01791,2022-06-04,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Mumbai,5,4,0,walk-in
CMP01792,2023-07-25,Garbage not collected for 18 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Neutral,Pune,2,27,1,walk-in
CMP01793,2022-06-06,Government school has no teachers for 14 months. Children sitting idle in class.,Education,Critical/Urgent,Mumbai,5,10,1,app
CMP01794,2023-11-03,Road on Anna Salai has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Bengaluru,4,29,1,walk-in
CMP01795,2023-08-05,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Ahmedabad,5,6,0,app
CMP01796,2023-01-30,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Delhi,3,28,0,online
CMP01797,2023-11-13,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Delhi,2,22,0,app
CMP01798,2023-09-30,Ambulance took 5 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Ahmedabad,3,10,0,app
CMP01799,2022-07-25,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Neutral,Pune,2,16,0,app
CMP01800,2023-06-29,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Hyderabad,4,15,0,app
CMP01801,2023-11-16,"Power cut in our area since 27 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Kolkata,4,26,0,app
CMP01802,2023-05-27,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Pune,4,30,1,app
CMP01803,2023-08-01,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Negative,Kolkata,4,18,1,walk-in
CMP01804,2022-05-10,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Mumbai,4,12,0,app
CMP01805,2023-06-05,Road on MG Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Mumbai,4,22,0,walk-in
CMP01806,2023-02-11,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Positive,Chennai,1,29,0,online
CMP01807,2022-09-03,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Pune,3,38,0,app
CMP01808,2022-09-11,No electricity for 5 hours during peak summer. Elderly patients are in critical condition.,Electricity,Negative,Delhi,3,27,0,app
CMP01809,2023-08-04,Teacher absent without any substitute for 30 days. No learning happening for children.,Education,Negative,Ahmedabad,4,15,1,phone
CMP01810,2022-05-26,There is no water supply in our area for the past 2 days. Residents are suffering badly.,Water,Negative,Mumbai,3,6,0,walk-in
CMP01811,2022-06-30,Water pressure is very low in our building. Third floor gets no water at all.,Water,Negative,Ahmedabad,4,33,1,app
CMP01812,2023-10-21,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Delhi,2,42,0,walk-in
CMP01813,2023-04-19,Teacher absent without any substitute for 30 days. No learning happening for children.,Education,Critical/Urgent,Kolkata,5,3,1,walk-in
CMP01814,2022-04-25,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Negative,Chennai,3,4,0,app
CMP01815,2023-01-12,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Negative,Pune,3,42,0,online
CMP01816,2022-03-09,Water pipe has burst on Hosur Road and water is flooding the road. Immediate repair needed urgently.,Water,Critical/Urgent,Chennai,5,3,0,walk-in
CMP01817,2022-08-21,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Mumbai,5,4,1,online
CMP01818,2023-09-30,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Pune,4,23,0,walk-in
CMP01819,2022-09-10,"Power cut in our area since 21 days. No electricity at all, we cannot survive in this heat.",Electricity,Neutral,Pune,2,9,0,app
CMP01820,2023-10-18,No drinking water available in government school. Children going thirsty all day.,Education,Neutral,Kolkata,2,15,0,phone
CMP01821,2022-12-29,Water pressure is very low in our building. Third floor gets no water at all.,Water,Critical/Urgent,Hyderabad,5,3,0,walk-in
CMP01822,2023-02-11,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Neutral,Mumbai,2,4,1,online
CMP01823,2023-06-02,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Delhi,2,13,1,online
CMP01824,2022-04-13,There is no water supply in our area for the past 17 days. Residents are suffering badly.,Water,Neutral,Pune,2,42,0,phone
CMP01825,2023-07-01,Medicines not available at government dispensary for 29 weeks. Patients suffering badly.,Healthcare,Negative,Chennai,4,26,1,phone
CMP01826,2022-08-03,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Hyderabad,2,45,0,phone
CMP01827,2022-06-07,"Power cut in our area since 22 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Pune,4,36,0,phone
CMP01828,2023-09-25,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Critical/Urgent,Pune,5,4,0,online
CMP01829,2023-10-26,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Negative,Mumbai,3,35,0,app
CMP01830,2023-05-13,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Pune,3,15,0,online
CMP01831,2022-08-14,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Critical/Urgent,Ahmedabad,5,3,1,online
CMP01832,2023-11-04,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Positive,Pune,1,25,0,app
CMP01833,2022-11-23,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Critical/Urgent,Chennai,5,10,0,phone
CMP01834,2022-03-15,Medicines not available at government dispensary for 13 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Mumbai,5,10,0,app
CMP01835,2023-08-30,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Neutral,Hyderabad,2,38,0,walk-in
CMP01836,2022-01-01,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Positive,Delhi,1,2,0,phone
CMP01837,2022-04-09,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Neutral,Delhi,2,43,0,phone
CMP01838,2023-09-28,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Ahmedabad,2,30,1,walk-in
CMP01839,2023-05-18,We have been submitting water shortage complaints for months but no action has been taken.,Water,Neutral,Kolkata,2,15,0,phone
CMP01840,2022-12-14,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Negative,Kolkata,4,42,1,app
CMP01841,2023-10-08,Electricity bill is extremely high this month despite less usage. Clear overcharging happening.,Electricity,Negative,Ahmedabad,3,22,0,phone
CMP01842,2022-02-16,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Critical/Urgent,Delhi,5,2,0,app
CMP01843,2022-10-06,Government school has no teachers for 26 months. Children sitting idle in class.,Education,Critical/Urgent,Chennai,5,10,1,app
CMP01844,2023-07-29,Garbage not collected for 24 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Negative,Kolkata,4,26,0,app
CMP01845,2023-08-31,Illegal parking by trucks blocking entire road near market every morning.,Transport,Positive,Kolkata,1,20,0,walk-in
CMP01846,2022-12-05,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Bengaluru,4,2,1,phone
CMP01847,2022-02-08,Road construction work started 24 months ago but still incomplete. Causing major traffic.,Roads,Neutral,Ahmedabad,2,18,1,phone
CMP01848,2022-05-21,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Critical/Urgent,Ahmedabad,5,4,0,phone
CMP01849,2023-01-12,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Pune,3,8,0,phone
CMP01850,2022-08-29,Waste collection vehicle has not come for 23 days. Residents dumping on road.,Sanitation,Critical/Urgent,Mumbai,5,6,0,app
CMP01851,2022-09-11,Illegal parking by trucks blocking entire road near market every morning.,Transport,Positive,Chennai,1,22,0,app
CMP01852,2022-11-09,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Mumbai,5,7,0,phone
CMP01853,2023-08-12,School has not received textbooks yet. Academic year already 10 months in progress.,Education,Neutral,Chennai,2,27,0,online
CMP01854,2023-05-28,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Ahmedabad,2,9,1,phone
CMP01855,2022-01-09,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Neutral,Kolkata,2,9,0,phone
CMP01856,2023-06-16,We have been submitting water shortage complaints for months but no action has been taken.,Water,Negative,Pune,4,13,0,walk-in
CMP01857,2022-02-08,Road construction work started 17 months ago but still incomplete. Causing major traffic.,Roads,Neutral,Hyderabad,2,1,0,app
CMP01858,2023-09-18,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Hyderabad,3,37,0,online
CMP01859,2023-04-18,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Pune,3,26,0,walk-in
CMP01860,2022-01-03,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Neutral,Ahmedabad,2,6,0,online
CMP01861,2023-02-11,Road construction work started 19 months ago but still incomplete. Causing major traffic.,Roads,Negative,Ahmedabad,4,15,0,online
CMP01862,2022-07-15,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Critical/Urgent,Ahmedabad,5,3,0,online
CMP01863,2022-09-29,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Ahmedabad,3,14,0,online
CMP01864,2023-06-01,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Neutral,Ahmedabad,2,35,0,online
CMP01865,2023-01-26,Metro station lift not working for 24 weeks. Elderly and disabled unable to use.,Transport,Neutral,Bengaluru,2,10,0,walk-in
CMP01866,2022-11-06,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Hyderabad,3,21,0,phone
CMP01867,2023-02-05,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Pune,4,12,1,app
CMP01868,2022-01-10,Ambulance took 8 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Delhi,3,2,0,app
CMP01869,2022-08-13,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Negative,Hyderabad,3,17,1,walk-in
CMP01870,2023-04-13,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Neutral,Pune,2,1,1,walk-in
CMP01871,2022-02-28,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Negative,Delhi,3,18,0,phone
CMP01872,2022-06-24,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Negative,Hyderabad,4,2,0,app
CMP01873,2023-04-15,Ambulance took 3 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Mumbai,5,10,0,online
CMP01874,2022-03-01,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Kolkata,4,27,0,walk-in
CMP01875,2022-09-24,Medicines not available at government dispensary for 28 weeks. Patients suffering badly.,Healthcare,Negative,Ahmedabad,4,7,0,app
CMP01876,2022-06-07,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Neutral,Kolkata,2,41,0,app
CMP01877,2023-08-22,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Pune,2,25,1,app
CMP01878,2023-10-05,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Hyderabad,3,29,0,phone
CMP01879,2023-06-10,Water pipe has burst on Brigade Road and water is flooding the road. Immediate repair needed urgently.,Water,Negative,Bengaluru,4,16,0,walk-in
CMP01880,2022-10-26,Government school has no teachers for 23 months. Children sitting idle in class.,Education,Negative,Bengaluru,4,41,0,phone
CMP01881,2023-09-05,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Pune,3,8,1,online
CMP01882,2022-08-14,A transformer on SV Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Negative,Kolkata,3,12,0,online
CMP01883,2022-06-30,Speed breakers on Hosur Road are unmarked and causing serious accidents at night.,Roads,Neutral,Ahmedabad,2,44,0,app
CMP01884,2023-12-10,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Hyderabad,2,13,0,app
CMP01885,2023-06-05,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Pune,2,1,0,walk-in
CMP01886,2023-06-04,Water pipe has burst on Park Street and water is flooding the road. Immediate repair needed urgently.,Water,Neutral,Pune,2,5,0,phone
CMP01887,2023-02-11,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Neutral,Ahmedabad,2,41,0,phone
CMP01888,2023-05-25,Metro station lift not working for 15 weeks. Elderly and disabled unable to use.,Transport,Negative,Kolkata,4,21,0,phone
CMP01889,2022-12-24,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Mumbai,2,10,0,online
CMP01890,2022-04-30,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Critical/Urgent,Mumbai,5,6,1,phone
CMP01891,2022-08-27,Water pipe has burst on Park Street and water is flooding the road. Immediate repair needed urgently.,Water,Neutral,Ahmedabad,2,16,1,phone
CMP01892,2023-03-18,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Ahmedabad,3,5,0,app
CMP01893,2022-04-20,Bus frequency on route 101 reduced drastically. Commuters waiting 22 hours daily.,Transport,Negative,Hyderabad,3,42,0,online
CMP01894,2022-06-05,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Negative,Mumbai,3,12,0,app
CMP01895,2023-07-06,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Critical/Urgent,Delhi,5,7,1,walk-in
CMP01896,2022-09-26,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Bengaluru,4,25,0,app
CMP01897,2022-07-01,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Critical/Urgent,Kolkata,5,8,1,phone
CMP01898,2023-10-16,Teacher absent without any substitute for 18 days. No learning happening for children.,Education,Critical/Urgent,Ahmedabad,5,5,1,app
CMP01899,2022-08-11,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Neutral,Chennai,2,43,0,online
CMP01900,2022-03-18,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Negative,Hyderabad,3,12,0,app
CMP01901,2023-06-29,Medicines not available at government dispensary for 3 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Hyderabad,5,2,0,walk-in
CMP01902,2022-06-07,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Positive,Ahmedabad,1,38,0,online
CMP01903,2022-02-28,Ambulance took 18 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Hyderabad,5,7,1,walk-in
CMP01904,2022-07-21,Water pipe has burst on MG Road and water is flooding the road. Immediate repair needed urgently.,Water,Negative,Delhi,4,35,0,phone
CMP01905,2023-10-09,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Bengaluru,2,21,0,app
CMP01906,2023-03-04,Electricity bill is extremely high this month despite less usage. Clear overcharging happening.,Electricity,Critical/Urgent,Delhi,5,10,0,online
CMP01907,2023-03-23,Waste collection vehicle has not come for 19 days. Residents dumping on road.,Sanitation,Neutral,Hyderabad,2,15,0,phone
CMP01908,2023-02-22,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Critical/Urgent,Mumbai,5,9,0,online
CMP01909,2022-09-11,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Critical/Urgent,Ahmedabad,5,9,0,online
CMP01910,2022-07-25,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Critical/Urgent,Hyderabad,5,10,0,online
CMP01911,2023-06-26,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Kolkata,5,6,0,walk-in
CMP01912,2023-10-07,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Pune,4,38,0,online
CMP01913,2023-09-29,Medicines not available at government dispensary for 29 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Delhi,5,8,1,walk-in
CMP01914,2023-08-17,We have been submitting water shortage complaints for months but no action has been taken.,Water,Neutral,Hyderabad,2,35,0,app
CMP01915,2023-01-21,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Pune,4,45,1,walk-in
CMP01916,2022-11-28,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Negative,Kolkata,3,14,0,phone
CMP01917,2023-10-06,Road construction work started 9 months ago but still incomplete. Causing major traffic.,Roads,Neutral,Bengaluru,2,29,0,phone
CMP01918,2022-05-27,Bus frequency on route 303 reduced drastically. Commuters waiting 16 hours daily.,Transport,Positive,Ahmedabad,1,28,0,online
CMP01919,2023-07-21,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Negative,Kolkata,3,20,1,app
CMP01920,2022-03-19,Metro station lift not working for 23 weeks. Elderly and disabled unable to use.,Transport,Neutral,Hyderabad,2,39,0,online
CMP01921,2023-06-16,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Neutral,Pune,2,14,1,online
CMP01922,2022-11-20,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Critical/Urgent,Bengaluru,5,10,0,walk-in
CMP01923,2023-02-13,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Delhi,3,30,0,walk-in
CMP01924,2023-07-02,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Chennai,4,23,0,phone
CMP01925,2022-11-09,Our colony has not received clean drinking water since 29 days. This is unacceptable.,Water,Neutral,Hyderabad,2,40,1,app
CMP01926,2022-01-15,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Neutral,Delhi,2,29,0,online
CMP01927,2023-11-27,There is no water supply in our area for the past 8 days. Residents are suffering badly.,Water,Negative,Ahmedabad,4,7,0,phone
CMP01928,2023-03-25,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Chennai,3,28,1,online
CMP01929,2023-06-28,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Neutral,Kolkata,2,11,1,online
CMP01930,2022-02-18,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Negative,Hyderabad,3,18,0,app
CMP01931,2022-10-08,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Pune,2,28,1,app
CMP01932,2022-04-30,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Pune,5,6,1,walk-in
CMP01933,2022-05-08,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Critical/Urgent,Bengaluru,5,6,0,phone
CMP01934,2023-05-07,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Ahmedabad,4,20,0,app
CMP01935,2022-04-09,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Neutral,Hyderabad,2,35,0,app
CMP01936,2022-12-23,We have been submitting water shortage complaints for months but no action has been taken.,Water,Negative,Hyderabad,4,7,0,online
CMP01937,2022-04-04,Our colony has not received clean drinking water since 14 days. This is unacceptable.,Water,Critical/Urgent,Mumbai,5,8,0,phone
CMP01938,2023-07-03,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Hyderabad,5,10,0,app
CMP01939,2022-06-24,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Negative,Pune,4,9,0,online
CMP01940,2023-09-22,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Critical/Urgent,Mumbai,5,8,0,online
CMP01941,2022-09-22,Road on MG Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Kolkata,3,30,0,app
CMP01942,2022-05-25,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Negative,Chennai,4,29,0,online
CMP01943,2022-07-24,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Negative,Chennai,4,19,0,online
CMP01944,2022-05-08,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Neutral,Hyderabad,2,27,0,online
CMP01945,2023-06-10,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Kolkata,5,9,0,online
CMP01946,2023-07-23,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Negative,Ahmedabad,4,12,0,online
CMP01947,2022-12-01,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Negative,Hyderabad,4,21,0,walk-in
CMP01948,2023-12-04,Government school has no teachers for 5 months. Children sitting idle in class.,Education,Critical/Urgent,Kolkata,5,4,0,app
CMP01949,2023-03-30,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Critical/Urgent,Ahmedabad,5,3,1,online
CMP01950,2023-10-07,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Negative,Ahmedabad,4,17,0,online
CMP01951,2023-06-30,Bus frequency on route 101 reduced drastically. Commuters waiting 24 hours daily.,Transport,Neutral,Pune,2,31,0,online
CMP01952,2023-12-23,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Neutral,Mumbai,2,35,1,app
CMP01953,2023-09-27,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Negative,Kolkata,4,38,0,walk-in
CMP01954,2023-06-15,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Mumbai,3,38,0,phone
CMP01955,2022-11-03,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Negative,Hyderabad,3,41,1,online
CMP01956,2022-04-12,Garbage not collected for 12 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Critical/Urgent,Chennai,5,4,1,walk-in
CMP01957,2022-07-06,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Negative,Hyderabad,3,41,0,phone
CMP01958,2022-03-25,Metro station lift not working for 26 weeks. Elderly and disabled unable to use.,Transport,Neutral,Hyderabad,2,40,1,online
CMP01959,2022-04-18,Road construction work started 20 months ago but still incomplete. Causing major traffic.,Roads,Negative,Kolkata,3,30,0,app
CMP01960,2022-08-15,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Pune,2,6,0,online
CMP01961,2022-05-10,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Negative,Ahmedabad,3,2,0,online
CMP01962,2023-08-11,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Negative,Kolkata,3,20,0,app
