complaint_id,date,complaint_text,department,sentiment,city,priority_level,resolution_days,is_repeat_complaint,submission_channel,cleaned_text,processed_text,lemmatized_text,token_count,has_urgent_word,exclamation_count
CMP01712,2022-12-20,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Positive,Delhi,1,18,0,app,bus driver overspeeding dangerously narrowly missed accident with school children today,bus driver overspeeding dangerously narrowly missed accident school children today,bus driver overspeeding dangerously narrowly missed accident school child today,11,1,0
CMP01713,2023-06-29,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Critical/Urgent,Hyderabad,5,9,0,online,vaccination camp cancelled without notice parents came with children from far areas,vaccination camp cancelled without notice parents came children far areas,vaccination camp cancelled without notice parent came child far area,12,0,0
CMP01714,2022-09-04,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Critical/Urgent,Mumbai,5,3,1,app,drainage blocked for weeks causing sewage overflow on streets near school,drainage blocked weeks causing sewage overflow streets near school,drainage blocked week causing sewage overflow street near school,11,0,0
CMP01715,2023-12-09,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Neutral,Bengaluru,2,20,0,walk-in,toilet facility in school completely non functional girl students leaving school early,toilet facility school completely non functional girl students leaving school early,toilet facility school completely non functional girl student leaving school early,12,0,0
CMP01716,2023-04-06,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Delhi,2,17,1,phone,auto rickshaws refusing short distance trips and overcharging passengers in our area,auto rickshaws refusing short distance trips overcharging passengers area,auto rickshaw refusing short distance trip overcharging passenger area,12,0,0
CMP01717,2022-10-02,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Negative,Delhi,3,14,0,walk-in,the water coming from the tap is extremely dirty and has a foul smell children are falling sick,water coming tap extremely dirty foul smell children falling sick,water coming tap extremely dirty foul smell child falling sick,18,0,0
CMP01718,2022-01-31,Electricity bill is extremely high this month despite less usage. Clear overcharging happening.,Electricity,Negative,Ahmedabad,4,11,0,phone,electricity bill is extremely high this month despite less usage clear overcharging happening,electricity bill extremely high month despite less usage clear overcharging happening,electricity bill extremely high month despite less usage clear overcharging happening,13,0,0
CMP01719,2022-02-15,Bus frequency on route 201 reduced drastically. Commuters waiting 24 hours daily.,Transport,Negative,Mumbai,3,1,0,phone,bus frequency on route reduced drastically commuters waiting hours daily,bus frequency route reduced drastically commuters waiting hours daily,bus frequency route reduced drastically commuter waiting hour daily,10,0,0
CMP01720,2023-04-18,"Power cut in our area since 2 days. No electricity at all, we cannot survive in this heat.",Electricity,Neutral,Ahmedabad,2,25,0,online,power cut in our area since days no electricity at all we cannot survive in this heat,power cut area since days no electricity cannot survive heat,power cut area since day no electricity cannot survive heat,17,0,0
CMP01721,2022-10-30,We have been submitting water shortage complaints for months but no action has been taken.,Water,Negative,Hyderabad,3,24,1,online,we have been submitting water shortage complaints for months but no action has been taken,submitting water shortage complaints months no action taken,submitting water shortage complaint month no action taken,15,0,0
CMP01722,2023-10-28,Road on Outer Ring Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Hyderabad,4,42,0,online,road on outer ring road has huge potholes for months two wheeler accidents happening daily,road outer ring road huge potholes months two wheeler accidents happening daily,road outer ring road huge pothole month two wheeler accident happening daily,15,0,0
CMP01723,2022-07-19,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Neutral,Pune,2,20,1,app,school admission process very corrupt poor families being asked for illegal donations,school admission process corrupt poor families asked illegal donations,school admission process corrupt poor family asked illegal donation,12,0,0
CMP01724,2023-02-18,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Negative,Delhi,4,1,0,app,school building roof leaking badly during rains children sitting in water dangerous,school building roof leaking badly rains children sitting water dangerous,school building roof leaking badly rain child sitting water dangerous,12,1,0
CMP01725,2023-03-23,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Ahmedabad,3,43,1,walk-in,entire road is waterlogged after rain due to blocked drains vehicles getting stuck daily,entire road waterlogged rain due blocked drains vehicles getting stuck daily,entire road waterlogged rain due blocked drain vehicle getting stuck daily,14,0,0
CMP01726,2023-01-15,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Chennai,2,6,0,phone,no road repair done after monsoon roads are completely broken and damaged beyond repair,no road repair done monsoon roads completely broken damaged beyond repair,no road repair done monsoon road completely broken damaged beyond repair,14,0,0
CMP01727,2023-02-13,Road on SV Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Chennai,3,40,1,online,road on sv road has huge potholes for months two wheeler accidents happening daily,road sv road huge potholes months two wheeler accidents happening daily,road sv road huge pothole month two wheeler accident happening daily,14,0,0
CMP01728,2023-07-16,Bus frequency on route 15C reduced drastically. Commuters waiting 13 hours daily.,Transport,Positive,Hyderabad,1,19,0,walk-in,bus frequency on route c reduced drastically commuters waiting hours daily,bus frequency route c reduced drastically commuters waiting hours daily,bus frequency route c reduced drastically commuter waiting hour daily,11,0,0
CMP01729,2022-01-16,Illegal parking by trucks blocking entire road near market every morning.,Transport,Positive,Hyderabad,1,35,1,online,illegal parking by trucks blocking entire road near market every morning,illegal parking trucks blocking entire road near market every morning,illegal parking truck blocking entire road near market every morning,11,0,0
CMP01730,2023-08-29,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Ahmedabad,4,12,0,walk-in,sewage drain open near hospital is a major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,13,1,0
CMP01731,2022-05-10,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Negative,Bengaluru,3,6,0,walk-in,school building roof leaking badly during rains children sitting in water dangerous,school building roof leaking badly rains children sitting water dangerous,school building roof leaking badly rain child sitting water dangerous,12,1,0
CMP01732,2022-11-06,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Critical/Urgent,Mumbai,5,9,0,app,vaccination camp cancelled without notice parents came with children from far areas,vaccination camp cancelled without notice parents came children far areas,vaccination camp cancelled without notice parent came child far area,12,0,0
CMP01733,2022-05-01,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Negative,Kolkata,4,32,1,app,frequent power outages every day this is affecting our business and daily life terribly,frequent power outages every day affecting business daily life terribly,frequent power outage every day affecting business daily life terribly,14,0,0
CMP01734,2023-01-30,Medicines not available at government dispensary for 23 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Delhi,5,2,0,phone,medicines not available at government dispensary for weeks patients suffering badly,medicines not available government dispensary weeks patients suffering badly,medicine not available government dispensary week patient suffering badly,11,0,0
CMP01735,2022-09-30,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Delhi,2,11,0,walk-in,no road repair done after monsoon roads are completely broken and damaged beyond repair,no road repair done monsoon roads completely broken damaged beyond repair,no road repair done monsoon road completely broken damaged beyond repair,14,0,0
CMP01736,2022-09-30,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Delhi,4,7,0,app,no road repair done after monsoon roads are completely broken and damaged beyond repair,no road repair done monsoon roads completely broken damaged beyond repair,no road repair done monsoon road completely broken damaged beyond repair,14,0,0
CMP01737,2023-06-02,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Delhi,2,1,0,phone,road markings completely faded no lane discipline possible causing accidents,road markings completely faded no lane discipline possible causing accidents,road marking completely faded no lane discipline possible causing accident,10,0,0
CMP01738,2022-03-06,Teacher absent without any substitute for 17 days. No learning happening for children.,Education,Negative,Ahmedabad,3,15,0,walk-in,teacher absent without any substitute for days no learning happening for children,teacher absent without substitute days no learning happening children,teacher absent without substitute day no learning happening child,12,0,0
CMP01739,2022-10-13,Road on Hosur Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Neutral,Kolkata,2,12,0,app,road on hosur road has huge potholes for months two wheeler accidents happening daily,road hosur road huge potholes months two wheeler accidents happening daily,road hosur road huge pothole month two wheeler accident happening daily,14,0,0
CMP01740,2022-06-14,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Chennai,3,29,0,online,no female doctor available at health center women patients feel extremely uncomfortable,no female doctor available health center women patients feel extremely uncomfortable,no female doctor available health center woman patient feel extremely uncomfortable,12,0,0
CMP01741,2023-05-09,No electricity for 4 hours during peak summer. Elderly patients are in critical condition.,Electricity,Negative,Mumbai,3,4,0,online,no electricity for hours during peak summer elderly patients are in critical condition,no electricity hours peak summer elderly patients critical condition,no electricity hour peak summer elderly patient critical condition,13,1,0
CMP01742,2023-04-20,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Critical/Urgent,Mumbai,5,2,0,phone,the water coming from the tap is extremely dirty and has a foul smell children are falling sick,water coming tap extremely dirty foul smell children falling sick,water coming tap extremely dirty foul smell child falling sick,18,0,0
CMP01743,2022-08-21,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Critical/Urgent,Kolkata,5,1,0,phone,garbage dump near our society is overflowing rodents and mosquitoes breeding rapidly,garbage dump near society overflowing rodents mosquitoes breeding rapidly,garbage dump near society overflowing rodent mosquito breeding rapidly,12,0,0
CMP01744,2023-08-31,There is no water supply in our area for the past 16 days. Residents are suffering badly.,Water,Neutral,Pune,2,44,0,online,there is no water supply in our area for the past days residents are suffering badly,no water supply area past days residents suffering badly,no water supply area past day resident suffering badly,16,0,0
CMP01745,2023-07-30,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Critical/Urgent,Pune,5,5,0,phone,stray dogs attacking residents due to uncollected garbage attracting them near homes,stray dogs attacking residents due uncollected garbage attracting near homes,stray dog attacking resident due uncollected garbage attracting near home,12,0,0
CMP01746,2022-12-19,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Critical/Urgent,Delhi,5,10,0,app,school admission process very corrupt poor families being asked for illegal donations,school admission process corrupt poor families asked illegal donations,school admission process corrupt poor family asked illegal donation,12,0,0
CMP01747,2022-07-27,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Negative,Chennai,4,35,0,phone,garbage dump near our society is overflowing rodents and mosquitoes breeding rapidly,garbage dump near society overflowing rodents mosquitoes breeding rapidly,garbage dump near society overflowing rodent mosquito breeding rapidly,12,0,0
CMP01748,2022-12-27,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Negative,Ahmedabad,3,15,0,online,school building roof leaking badly during rains children sitting in water dangerous,school building roof leaking badly rains children sitting water dangerous,school building roof leaking badly rain child sitting water dangerous,12,1,0
CMP01749,2023-06-21,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Critical/Urgent,Hyderabad,5,6,0,walk-in,stray dogs attacking residents due to uncollected garbage attracting them near homes,stray dogs attacking residents due uncollected garbage attracting near homes,stray dog attacking resident due uncollected garbage attracting near home,12,0,0
CMP01750,2022-02-09,Bus frequency on route 88 reduced drastically. Commuters waiting 14 hours daily.,Transport,Positive,Ahmedabad,1,29,0,phone,bus frequency on route reduced drastically commuters waiting hours daily,bus frequency route reduced drastically commuters waiting hours daily,bus frequency route reduced drastically commuter waiting hour daily,10,0,0
CMP01751,2022-07-01,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Pune,4,15,1,app,no female doctor available at health center women patients feel extremely uncomfortable,no female doctor available health center women patients feel extremely uncomfortable,no female doctor available health center woman patient feel extremely uncomfortable,12,0,0
CMP01752,2022-02-24,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Critical/Urgent,Kolkata,5,8,0,online,public toilet near our area is extremely dirty and not maintained spreading disease,public toilet near area extremely dirty not maintained spreading disease,public toilet near area extremely dirty not maintained spreading disease,13,0,0
CMP01753,2023-02-11,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Negative,Delhi,4,14,0,online,open defecation happening near children playground due to no public toilet facility,open defecation happening near children playground due no public toilet facility,open defecation happening near child playground due no public toilet facility,12,0,0
CMP01754,2022-04-20,Bus frequency on route 7D reduced drastically. Commuters waiting 19 hours daily.,Transport,Neutral,Bengaluru,2,32,0,online,bus frequency on route d reduced drastically commuters waiting hours daily,bus frequency route reduced drastically commuters waiting hours daily,bus frequency route reduced drastically commuter waiting hour daily,11,0,0
CMP01755,2022-04-13,Medicines not available at government dispensary for 30 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Kolkata,5,9,1,online,medicines not available at government dispensary for weeks patients suffering badly,medicines not available government dispensary weeks patients suffering badly,medicine not available government dispensary week patient suffering badly,11,0,0
CMP01756,2023-12-23,Bus frequency on route 7D reduced drastically. Commuters waiting 6 hours daily.,Transport,Neutral,Kolkata,2,44,1,online,bus frequency on route d reduced drastically commuters waiting hours daily,bus frequency route reduced drastically commuters waiting hours daily,bus frequency route reduced drastically commuter waiting hour daily,11,0,0
CMP01757,2022-08-28,Ambulance took 7 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Pune,5,5,0,phone,ambulance took hours to arrive for emergency call patient condition worsened,ambulance took hours arrive emergency call patient condition worsened,ambulance took hour arrive emergency call patient condition worsened,11,1,0
CMP01758,2022-11-18,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Neutral,Pune,2,4,0,phone,the water coming from the tap is extremely dirty and has a foul smell children are falling sick,water coming tap extremely dirty foul smell children falling sick,water coming tap extremely dirty foul smell child falling sick,18,0,0
CMP01759,2022-12-12,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Hyderabad,3,12,0,app,toilet facility in school completely non functional girl students leaving school early,toilet facility school completely non functional girl students leaving school early,toilet facility school completely non functional girl student leaving school early,12,0,0
CMP01760,2022-04-13,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Negative,Kolkata,4,13,0,walk-in,open defecation happening near children playground due to no public toilet facility,open defecation happening near children playground due no public toilet facility,open defecation happening near child playground due no public toilet facility,12,0,0
CMP01761,2022-08-25,Bus frequency on route 303 reduced drastically. Commuters waiting 13 hours daily.,Transport,Neutral,Mumbai,2,4,0,walk-in,bus frequency on route reduced drastically commuters waiting hours daily,bus frequency route reduced drastically commuters waiting hours daily,bus frequency route reduced drastically commuter waiting hour daily,10,0,0
CMP01762,2022-10-12,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Negative,Pune,3,9,0,phone,road cave in near school gate is very dangerous for children needs immediate attention,road cave near school gate dangerous children needs immediate attention,road cave near school gate dangerous child need immediate attention,14,1,0
CMP01763,2023-10-04,Garbage not collected for 18 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Negative,Mumbai,4,15,0,phone,garbage not collected for days in our area foul smell everywhere health risk high,garbage not collected days area foul smell everywhere health risk high,garbage not collected day area foul smell everywhere health risk high,14,0,0
CMP01764,2022-05-31,Metro station lift not working for 13 weeks. Elderly and disabled unable to use.,Transport,Neutral,Bengaluru,2,24,1,online,metro station lift not working for weeks elderly and disabled unable to use,metro station lift not working weeks elderly disabled unable use,metro station lift not working week elderly disabled unable use,13,0,0
CMP01765,2023-02-12,There is no water supply in our area for the past 15 days. Residents are suffering badly.,Water,Negative,Ahmedabad,3,36,0,online,there is no water supply in our area for the past days residents are suffering badly,no water supply area past days residents suffering badly,no water supply area past day resident suffering badly,16,0,0
CMP01766,2022-02-15,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Hyderabad,2,31,0,phone,illegal parking by trucks blocking entire road near market every morning,illegal parking trucks blocking entire road near market every morning,illegal parking truck blocking entire road near market every morning,11,0,0
CMP01767,2022-11-11,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Pune,5,4,0,online,hospital staff behaving very rudely with poor patients this is completely unacceptable,hospital staff behaving rudely poor patients completely unacceptable,hospital staff behaving rudely poor patient completely unacceptable,12,0,0
CMP01768,2022-12-02,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Bengaluru,4,14,0,app,sewage drain open near hospital is a major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,13,1,0
CMP01769,2022-11-17,Government school has no teachers for 4 months. Children sitting idle in class.,Education,Critical/Urgent,Chennai,5,3,1,phone,government school has no teachers for months children sitting idle in class,government school no teachers months children sitting idle class,government school no teacher month child sitting idle class,12,0,0
CMP01770,2023-11-09,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Delhi,3,15,0,app,no road repair done after monsoon roads are completely broken and damaged beyond repair,no road repair done monsoon roads completely broken damaged beyond repair,no road repair done monsoon road completely broken damaged beyond repair,14,0,0
CMP01771,2023-10-21,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Ahmedabad,3,44,0,app,no road repair done after monsoon roads are completely broken and damaged beyond repair,no road repair done monsoon roads completely broken damaged beyond repair,no road repair done monsoon road completely broken damaged beyond repair,14,0,0
CMP01772,2022-01-15,"Power cut in our area since 22 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Delhi,3,8,0,walk-in,power cut in our area since days no electricity at all we cannot survive in this heat,power cut area since days no electricity cannot survive heat,power cut area since day no electricity cannot survive heat,17,0,0
CMP01773,2023-11-26,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Pune,4,30,0,walk-in,sewage drain open near hospital is a major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,13,1,0
CMP01774,2022-11-16,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Delhi,2,26,0,phone,the footpath on main road is encroached by shops pedestrians are forced to walk on road,footpath main road encroached shops pedestrians forced walk road,footpath main road encroached shop pedestrian forced walk road,16,0,0
CMP01775,2023-04-14,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Pune,3,23,0,online,no drinking water available in government school children going thirsty all day,no drinking water available government school children going thirsty day,no drinking water available government school child going thirsty day,12,0,0
CMP01776,2022-01-02,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Kolkata,2,8,0,app,road markings completely faded no lane discipline possible causing accidents,road markings completely faded no lane discipline possible causing accidents,road marking completely faded no lane discipline possible causing accident,10,0,0
CMP01777,2023-03-18,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Neutral,Delhi,2,7,0,online,mid day meal quality very poor children falling sick after eating food in school,mid day meal quality poor children falling sick eating food school,mid day meal quality poor child falling sick eating food school,14,0,0
CMP01778,2023-08-03,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Mumbai,4,28,0,online,no road repair done after monsoon roads are completely broken and damaged beyond repair,no road repair done monsoon roads completely broken damaged beyond repair,no road repair done monsoon road completely broken damaged beyond repair,14,0,0
CMP01779,2023-08-26,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Pune,2,37,1,walk-in,illegal parking by trucks blocking entire road near market every morning,illegal parking trucks blocking entire road near market every morning,illegal parking truck blocking entire road near market every morning,11,0,0
CMP01780,2022-08-31,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Negative,Kolkata,4,35,0,online,frequent power outages every day this is affecting our business and daily life terribly,frequent power outages every day affecting business daily life terribly,frequent power outage every day affecting business daily life terribly,14,0,0
CMP01781,2022-06-26,Illegal parking by trucks blocking entire road near market every morning.,Transport,Positive,Chennai,1,22,0,online,illegal parking by trucks blocking entire road near market every morning,illegal parking trucks blocking entire road near market every morning,illegal parking truck blocking entire road near market every morning,11,0,0
CMP01782,2022-01-02,Medicines not available at government dispensary for 18 weeks. Patients suffering badly.,Healthcare,Negative,Bengaluru,3,12,0,app,medicines not available at government dispensary for weeks patients suffering badly,medicines not available government dispensary weeks patients suffering badly,medicine not available government dispensary week patient suffering badly,11,0,0
CMP01783,2022-09-16,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Negative,Mumbai,3,18,0,walk-in,auto rickshaws refusing short distance trips and overcharging passengers in our area,auto rickshaws refusing short distance trips overcharging passengers area,auto rickshaw refusing short distance trip overcharging passenger area,12,0,0
CMP01784,2023-03-08,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Negative,Pune,3,37,0,online,road cave in near school gate is very dangerous for children needs immediate attention,road cave near school gate dangerous children needs immediate attention,road cave near school gate dangerous child need immediate attention,14,1,0
CMP01785,2023-10-12,Ambulance took 25 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Hyderabad,5,1,0,phone,ambulance took hours to arrive for emergency call patient condition worsened,ambulance took hours arrive emergency call patient condition worsened,ambulance took hour arrive emergency call patient condition worsened,11,1,0
CMP01786,2023-12-14,A transformer on SV Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Negative,Mumbai,3,16,0,phone,a transformer on sv road exploded yesterday still not repaired very dangerous situation,transformer sv road exploded yesterday still not repaired dangerous situation,transformer sv road exploded yesterday still not repaired dangerous situation,13,1,0
CMP01787,2023-02-21,Water pipe has burst on Brigade Road and water is flooding the road. Immediate repair needed urgently.,Water,Negative,Chennai,3,26,0,online,water pipe has burst on brigade road and water is flooding the road immediate repair needed urgently,water pipe burst brigade road water flooding road immediate repair needed urgently,water pipe burst brigade road water flooding road immediate repair needed urgently,17,1,0
CMP01788,2023-04-16,Government hospital has no doctors available on most days. Patients turned away.,Healthcare,Negative,Pune,4,26,0,phone,government hospital has no doctors available on most days patients turned away,government hospital no doctors available days patients turned away,government hospital no doctor available day patient turned away,12,0,0
CMP01789,2023-09-05,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Critical/Urgent,Mumbai,5,7,0,walk-in,frequent power outages every day this is affecting our business and daily life terribly,frequent power outages every day affecting business daily life terribly,frequent power outage every day affecting business daily life terribly,14,0,0
CMP01790,2023-08-20,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Neutral,Hyderabad,2,8,0,app,entire road is waterlogged after rain due to blocked drains vehicles getting stuck daily,entire road waterlogged rain due blocked drains vehicles getting stuck daily,entire road waterlogged rain due blocked drain vehicle getting stuck daily,14,0,0
CMP01791,2022-06-04,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Mumbai,5,4,0,walk-in,street lights are not working for weeks area is completely dark and robbery risk is high,street lights not working weeks area completely dark robbery risk high,street light not working week area completely dark robbery risk high,16,0,0
CMP01792,2023-07-25,Garbage not collected for 18 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Neutral,Pune,2,27,1,walk-in,garbage not collected for days in our area foul smell everywhere health risk high,garbage not collected days area foul smell everywhere health risk high,garbage not collected day area foul smell everywhere health risk high,14,0,0
CMP01793,2022-06-06,Government school has no teachers for 14 months. Children sitting idle in class.,Education,Critical/Urgent,Mumbai,5,10,1,app,government school has no teachers for months children sitting idle in class,government school no teachers months children sitting idle class,government school no teacher month child sitting idle class,12,0,0
CMP01794,2023-11-03,Road on Anna Salai has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Bengaluru,4,29,1,walk-in,road on anna salai has huge potholes for months two wheeler accidents happening daily,road anna salai huge potholes months two wheeler accidents happening daily,road anna salai huge pothole month two wheeler accident happening daily,14,0,0
CMP01795,2023-08-05,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Ahmedabad,5,6,0,app,street lights are not working for weeks area is completely dark and robbery risk is high,street lights not working weeks area completely dark robbery risk high,street light not working week area completely dark robbery risk high,16,0,0
CMP01796,2023-01-30,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Delhi,3,28,0,online,hospital building in very poor condition ceiling leaking on patients during rains,hospital building poor condition ceiling leaking patients rains,hospital building poor condition ceiling leaking patient rain,12,0,0
CMP01797,2023-11-13,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Delhi,2,22,0,app,the footpath on main road is encroached by shops pedestrians are forced to walk on road,footpath main road encroached shops pedestrians forced walk road,footpath main road encroached shop pedestrian forced walk road,16,0,0
CMP01798,2023-09-30,Ambulance took 5 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Ahmedabad,3,10,0,app,ambulance took hours to arrive for emergency call patient condition worsened,ambulance took hours arrive emergency call patient condition worsened,ambulance took hour arrive emergency call patient condition worsened,11,1,0
CMP01799,2022-07-25,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Neutral,Pune,2,16,0,app,school building roof leaking badly during rains children sitting in water dangerous,school building roof leaking badly rains children sitting water dangerous,school building roof leaking badly rain child sitting water dangerous,12,1,0
CMP01800,2023-06-29,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Hyderabad,4,15,0,app,public toilet near our area is extremely dirty and not maintained spreading disease,public toilet near area extremely dirty not maintained spreading disease,public toilet near area extremely dirty not maintained spreading disease,13,0,0
CMP01801,2023-11-16,"Power cut in our area since 27 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Kolkata,4,26,0,app,power cut in our area since days no electricity at all we cannot survive in this heat,power cut area since days no electricity cannot survive heat,power cut area since day no electricity cannot survive heat,17,0,0
CMP01802,2023-05-27,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Pune,4,30,1,app,no female doctor available at health center women patients feel extremely uncomfortable,no female doctor available health center women patients feel extremely uncomfortable,no female doctor available health center woman patient feel extremely uncomfortable,12,0,0
CMP01803,2023-08-01,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Negative,Kolkata,4,18,1,walk-in,vaccination camp cancelled without notice parents came with children from far areas,vaccination camp cancelled without notice parents came children far areas,vaccination camp cancelled without notice parent came child far area,12,0,0
CMP01804,2022-05-10,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Mumbai,4,12,0,app,hospital building in very poor condition ceiling leaking on patients during rains,hospital building poor condition ceiling leaking patients rains,hospital building poor condition ceiling leaking patient rain,12,0,0
CMP01805,2023-06-05,Road on MG Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Mumbai,4,22,0,walk-in,road on mg road has huge potholes for months two wheeler accidents happening daily,road mg road huge potholes months two wheeler accidents happening daily,road mg road huge pothole month two wheeler accident happening daily,14,0,0
CMP01806,2023-02-11,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Positive,Chennai,1,29,0,online,auto rickshaws refusing short distance trips and overcharging passengers in our area,auto rickshaws refusing short distance trips overcharging passengers area,auto rickshaw refusing short distance trip overcharging passenger area,12,0,0
CMP01807,2022-09-03,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Pune,3,38,0,app,no drinking water available in government school children going thirsty all day,no drinking water available government school children going thirsty day,no drinking water available government school child going thirsty day,12,0,0
CMP01808,2022-09-11,No electricity for 5 hours during peak summer. Elderly patients are in critical condition.,Electricity,Negative,Delhi,3,27,0,app,no electricity for hours during peak summer elderly patients are in critical condition,no electricity hours peak summer elderly patients critical condition,no electricity hour peak summer elderly patient critical condition,13,1,0
CMP01809,2023-08-04,Teacher absent without any substitute for 30 days. No learning happening for children.,Education,Negative,Ahmedabad,4,15,1,phone,teacher absent without any substitute for days no learning happening for children,teacher absent without substitute days no learning happening children,teacher absent without substitute day no learning happening child,12,0,0
CMP01810,2022-05-26,There is no water supply in our area for the past 2 days. Residents are suffering badly.,Water,Negative,Mumbai,3,6,0,walk-in,there is no water supply in our area for the past days residents are suffering badly,no water supply area past days residents suffering badly,no water supply area past day resident suffering badly,16,0,0
CMP01811,2022-06-30,Water pressure is very low in our building. Third floor gets no water at all.,Water,Negative,Ahmedabad,4,33,1,app,water pressure is very low in our building third floor gets no water at all,water pressure low building third floor gets no water,water pressure low building third floor get no water,15,0,0
